ticker,name,sector,industry,price,collection
bbsi,barrett business services inc.,services,staffing & outsourcing services,wiki/bbsi,stocks/bbsi
bbx,bbx capital corporation,financial,property management,wiki/bbx,stocks/bbx
bc,brunswick corporation,consumer goods,"recreational goods, other",wiki/bc,stocks/bc
bcc,boise cascade company,industrial goods,"lumber, wood production",wiki/bcc,stocks/bcc
bcei,"bonanza creek energy, inc.",basic materials,independent oil & gas,wiki/bcei,stocks/bcei
bco,the brink's company,services,security & protection services,wiki/bco,stocks/bco
bcor,"blucora, inc.",technology,internet information providers,wiki/bcor,stocks/bcor
bcov,"brightcove, inc.",technology,application software,wiki/bcov,stocks/bcov
bcpc,balchem corp.,basic materials,chemicals - major diversified,wiki/bcpc,stocks/bcpc
bcr,cr bard inc.,healthcare,medical instruments & supplies,wiki/bcr,stocks/bcr
bcrx,"biocryst pharmaceuticals, inc.",healthcare,biotechnology,na,stocks/bcrx
bdco,blue dolphin energy company,basic materials,independent oil & gas,na,stocks/bdco
bde,"black diamond, inc.",consumer goods,sporting goods,wiki/bde,stocks/bde
bdge,"bridge bancorp, inc.",financial,regional - northeast banks,wiki/bdge,stocks/bdge
bdl,flanigan's enterprises inc.,services,specialty eateries,na,stocks/bdl
bdn,brandywine realty trust,financial,reit - diversified,na,stocks/bdn
bdms,birner dental management services inc.,services,business services,na,stocks/bdms
bdr,blonder tongue laboratories inc.,technology,communication equipment,na,stocks/bdr
bdsi,"biodelivery sciences international, inc.",healthcare,biotechnology,wiki/bdsi,stocks/bdsi
beav,b/e aerospace inc.,industrial goods,aerospace/defense products & services,wiki/beav,stocks/beav
bebe,"bebe stores, inc.",services,apparel stores,wiki/bebe,stocks/bebe
bdx,"becton, dickinson and company",healthcare,medical instruments & supplies,wiki/bdx,stocks/bdx
becn,"beacon roofing supply, inc.",industrial goods,general building materials,wiki/becn,stocks/becn
belfa,bel fuse inc.,,,na,stocks/belfa
belfb,bel fuse inc.,technology,diversified electronics,wiki/belfb,stocks/belfb
ben,franklin resources inc.,financial,asset management,wiki/ben,stocks/ben
berk,berkshire bancorp inc.,financial,regional - northeast banks,na,stocks/berk
bery,"berry plastics group, inc.",consumer goods,rubber & plastics,wiki/bery,stocks/bery
bfam,"bright horizons family solutions, inc.",services,personal services,wiki/bfam,stocks/bfam
bfb,brown-forman corporation,consumer goods,beverages - wineries & distillers,na,stocks/bfb
bfin,bankfinancial corp.,financial,savings & loans,wiki/bfin,stocks/bfin
bg,bunge limited,consumer goods,farm products,wiki/bg,stocks/bg
bgc,general cable corp.,industrial goods,industrial electrical equipment,wiki/bgc,stocks/bgc
bgcp,"bgc partners, inc.",financial,investment brokerage - national,wiki/bgcp,stocks/bgcp
bgfv,big 5 sporting goods corp.,services,sporting goods stores,wiki/bgfv,stocks/bgfv
bgg,briggs & stratton corporation,industrial goods,diversified machinery,wiki/bgg,stocks/bgg
bgmd,"bg medicine, inc.",healthcare,medical laboratories & research,na,stocks/bgmd
bgs,,consumer goods,processed & packaged goods,wiki/bgs,stocks/bgs
bh,biglari holdings inc.,services,restaurants,wiki/bh,stocks/bh
bhb,bar harbor bankshares,financial,regional - northeast banks,wiki/bhb,stocks/bhb
bhe,benchmark electronics inc.,technology,printed circuit boards,wiki/bhe,stocks/bhe
bhi,baker hughes incorporated,basic materials,oil & gas equipment & services,wiki/bhi,stocks/bhi
bhrt,"bioheart, inc.",healthcare,biotechnology,na,stocks/bhrt
big,big lots inc.,services,"discount, variety stores",wiki/big,stocks/big
biib,biogen idec inc.,healthcare,biotechnology,wiki/biib,stocks/biib
bioc,"biocept, inc.",healthcare,medical laboratories & research,na,stocks/bioc
biod,biodel inc.,healthcare,drug manufacturers - other,na,stocks/biod
biof,biofuel energy corp.,basic materials,specialty chemicals,na,stocks/biof
biol,"biolase, inc.",healthcare,medical instruments & supplies,wiki/biol,stocks/biol
birt,actuate corporation,technology,application software,wiki/birt,stocks/birt
bjri,"bj's restaurants, inc.",services,restaurants,wiki/bjri,stocks/bjri
bkbk,britton & koontz capital corp.,,,na,stocks/bkbk
bkd,brookdale senior living inc.,healthcare,long-term care facilities,wiki/bkd,stocks/bkd
bke,"the buckle, inc.",services,apparel stores,wiki/bke,stocks/bke
bkh,black hills corporation,utilities,electric utilities,wiki/bkh,stocks/bkh
bkj,"bancorp of new jersey, inc.",financial,savings & loans,na,stocks/bkj
bkmu,bank mutual corporation,financial,savings & loans,wiki/bkmu,stocks/bkmu
bkor,"oak ridge financial services, inc.",financial,regional - mid-atlantic banks,na,stocks/bkor
bks,"barnes & noble, inc.",services,"specialty retail, other",wiki/bks,stocks/bks
bku,"bankunited, inc.",financial,regional - mid-atlantic banks,wiki/bku,stocks/bku
bkw,"burger king worldwide, inc.",services,restaurants,wiki/bkw,stocks/bkw
bkyf,bank of kentucky financial corp.,financial,regional - southeast banks,wiki/bkyf,stocks/bkyf
bldr,"builders firstsource, inc.",services,home improvement stores,wiki/bldr,stocks/bldr
blin,"bridgeline digital, inc.",technology,application software,na,stocks/blin
blkb,blackbaud inc.,technology,business software & services,wiki/blkb,stocks/blkb
bll,ball corporation,consumer goods,packaging & containers,wiki/bll,stocks/bll
blk,"blackrock, inc.",financial,asset management,wiki/blk,stocks/blk
blmn,"bloomin' brands, inc.",services,restaurants,wiki/blmn,stocks/blmn
blmt,"bsb bancorp, inc.",financial,money center banks,na,stocks/blmt
blox,infoblox inc.,services,business services,wiki/blox,stocks/blox
bmc,bmc software inc.,,,na,stocks/bmc
bmi,badger meter inc.,technology,scientific & technical instruments,wiki/bmi,stocks/bmi
bms,"bemis company, inc.",consumer goods,packaging & containers,wiki/bms,stocks/bms
bmtc,bryn mawr bank corp.,financial,regional - mid-atlantic banks,wiki/bmtc,stocks/bmtc
bmy,bristol-myers squibb company,healthcare,drug manufacturers - major,wiki/bmy,stocks/bmy
bncl,beneficial mutual bancorp inc.,financial,regional - northeast banks,wiki/bncl,stocks/bncl
bncn,bnc bancorp,financial,regional - mid-atlantic banks,wiki/bncn,stocks/bncn
bobe,"bob evans farms, inc.",services,restaurants,wiki/bobe,stocks/bobe
boch,bank of commerce holdings,financial,regional - mid-atlantic banks,na,stocks/boch
body,body central corp.,services,apparel stores,wiki/body,stocks/body
bofi,"bofi holding, inc.",financial,savings & loans,wiki/bofi,stocks/bofi
boh,bank of hawaii corporation,financial,regional - pacific banks,wiki/boh,stocks/boh
bokf,bok financial corporation,financial,regional - southwest banks,wiki/bokf,stocks/bokf
bolt,bolt technology corp.,basic materials,oil & gas equipment & services,wiki/bolt,stocks/bolt
bone,"bacterin international holdings, inc.",healthcare,medical appliances & equipment,na,stocks/bone
bont,bon-ton stores inc.,services,department stores,wiki/bont,stocks/bont
bota,"biota pharmaceuticals, inc.",healthcare,biotechnology,na,stocks/bota
boom,dynamic materials corp.,industrial goods,metal fabrication,wiki/boom,stocks/boom
bpfh,"boston private financial holdings, inc.",financial,regional - northeast banks,wiki/bpfh,stocks/bpfh
box,box ships inc.,services,shipping,na,stocks/box
botj,bank of the james financial group inc.,financial,regional - mid-atlantic banks,na,stocks/botj
bpl,"buckeye partners, l.p.",basic materials,oil & gas pipelines,na,stocks/bpl
bpop,"popular, inc.",financial,foreign regional banks,wiki/bpop,stocks/bpop
bpi,"bridgepoint education, inc.",services,education & training services,wiki/bpi,stocks/bpi
bpz,"bpz resources, inc.",basic materials,oil & gas drilling & exploration,wiki/bpz,stocks/bpz
br,"broadridge financial solutions, inc.",technology,information & delivery services,wiki/br,stocks/br
brc,brady corp.,technology,security software & services,wiki/brc,stocks/brc
brcd,"brocade communications systems, inc.",technology,data storage devices,wiki/brcd,stocks/brcd
brew,"craft brew alliance, inc.",consumer goods,beverages - brewers,wiki/brew,stocks/brew
brka,berkshire hathaway inc.,financial,property & casualty insurance,na,stocks/brka
brid,bridgford foods corp.,consumer goods,meat products,na,stocks/brid
brkl,"brookline bancorp, inc.",financial,savings & loans,wiki/brkl,stocks/brkl
brcm,broadcom corp.,technology,semiconductor - integrated circuits,wiki/brcm,stocks/brcm
brkr,bruker corporation,technology,scientific & technical instruments,wiki/brkr,stocks/brkr
brks,"brooks automation, inc.",technology,semiconductor equipment & materials,wiki/brks,stocks/brks
brli,bio-reference laboratories inc.,healthcare,medical laboratories & research,wiki/brli,stocks/brli
brn,"barnwell industries, inc.",basic materials,independent oil & gas,na,stocks/brn
bro,brown & brown inc.,financial,insurance brokers,wiki/bro,stocks/bro
brs,"bristow group, inc.",services,"air services, other",wiki/brs,stocks/brs
brss,"global brass and copper holdings, inc.",industrial goods,metal fabrication,wiki/brss,stocks/brss
brt,brt realty trust,financial,mortgage investment,na,stocks/brt
bsdm,bsd medical corp.,healthcare,medical appliances & equipment,na,stocks/bsdm
bset,"bassett furniture industries, incorporated",consumer goods,home furnishings & fixtures,wiki/bset,stocks/bset
bspm,"biostar pharmaceuticals, inc.",healthcare,drug manufacturers - major,na,stocks/bspm
bsqr,bsquare corp.,technology,application software,na,stocks/bsqr
bsrr,sierra bancorp,financial,regional - pacific banks,wiki/bsrr,stocks/bsrr
bth,"blyth, inc.",consumer goods,personal products,wiki/bth,stocks/bth
bsx,boston scientific corporation,healthcare,medical appliances & equipment,wiki/bsx,stocks/bsx
btn,"ballantyne strong, inc",consumer goods,photographic equipment & supplies,na,stocks/btn
btu,peabody energy corp.,basic materials,industrial metals & minerals,wiki/btu,stocks/btu
btui,btu international inc.,technology,semiconductor equipment & materials,na,stocks/btui
btx,"biotime, inc.",healthcare,biotechnology,wiki/btx,stocks/btx
buse,first busey corporation,financial,regional - midwest banks,wiki/buse,stocks/buse
bv,"bazaarvoice, inc.",technology,application software,wiki/bv,stocks/bv
bvsn,"broadvision, inc.",technology,internet software & services,na,stocks/bvsn
bvx,bovie medical corporation,healthcare,medical instruments & supplies,na,stocks/bvx
bwa,borgwarner inc.,consumer goods,auto parts,wiki/bwa,stocks/bwa
bwc,the babcock & wilcox company,industrial goods,diversified machinery,wiki/bwc,stocks/bwc
bwld,buffalo wild wings inc.,services,restaurants,wiki/bwld,stocks/bwld
bwp,"boardwalk pipeline partners, lp",basic materials,oil & gas pipelines,na,stocks/bwp
bws,brown shoe co. inc.,consumer goods,textile - apparel footwear & accessories,wiki/bws,stocks/bws
bxc,bluelinx holdings inc.,services,building materials wholesale,wiki/bxc,stocks/bxc
bxp,boston properties inc.,financial,reit - office,wiki/bxp,stocks/bxp
bxs,"bancorpsouth, inc.",financial,regional - southeast banks,wiki/bxs,stocks/bxs
byd,boyd gaming corporation,services,resorts & casinos,wiki/byd,stocks/byd
byfc,broadway financial corporation,financial,savings & loans,na,stocks/byfc
byi,"bally technologies, inc.",services,gaming activities,wiki/byi,stocks/byi
bylk,baylake corp.,financial,money center banks,na,stocks/bylk
bzc,breeze-eastern corporation,industrial goods,aerospace/defense products & services,na,stocks/bzc
bzh,beazer homes usa inc.,industrial goods,residential construction,wiki/bzh,stocks/bzh
c,citigroup inc.,financial,money center banks,wiki/c,stocks/c
ca,ca technologies,technology,business software & services,wiki/ca,stocks/ca
caas,china automotive systems inc.,consumer goods,auto parts,na,stocks/caas
cab,cabela's incorporated,services,sporting goods stores,wiki/cab,stocks/cab
cac,camden national corp.,financial,regional - northeast banks,wiki/cac,stocks/cac
cacb,cascade bancorp,financial,regional - pacific banks,wiki/cacb,stocks/cacb
cacc,credit acceptance corp.,financial,credit services,wiki/cacc,stocks/cacc
cacg,chart acquisition corp.,conglomerates,conglomerates,na,na
cacgu,chart acquisition corp.,,,na,na
cacgw,chart acquisition corp.,,,na,na
caci,caci international inc.,services,technical services,wiki/caci,stocks/caci
cadc,"china advanced construction materials group, inc.",industrial goods,general building materials,na,stocks/cadc
cach,cache inc.,services,apparel stores,na,stocks/cach
cadx,cadence pharmaceuticals inc.,,,na,stocks/cadx
cag,"conagra foods, inc.",consumer goods,processed & packaged goods,wiki/cag,stocks/cag
cah,"cardinal health, inc.",services,drugs wholesale,wiki/cah,stocks/cah
cafi,camco financial corp.,,,na,stocks/cafi
cak,camac energy inc.,basic materials,independent oil & gas,na,stocks/cak
cake,the cheesecake factory incorporated,services,restaurants,wiki/cake,stocks/cake
cald,callidus software inc.,technology,business software & services,wiki/cald,stocks/cald
cali,china auto logistic inc.,services,auto dealerships,na,stocks/cali
call,magicjack vocaltec ltd.,technology,telecom services - domestic,wiki/call,stocks/call
calm,"cal-maine foods, inc.",consumer goods,food - major diversified,wiki/calm,stocks/calm
calx,calix inc.,technology,communication equipment,wiki/calx,stocks/calx
cam,cameron international corporation,basic materials,oil & gas equipment & services,wiki/cam,stocks/cam
camp,calamp corp.,technology,communication equipment,wiki/camp,stocks/camp
cap,cai international inc.,services,rental & leasing services,wiki/cap,stocks/cap
car,"avis budget group, inc.",services,rental & leasing services,wiki/car,stocks/car
carb,"carbonite, inc.",services,business services,wiki/carb,stocks/carb
carv,"carver bancorp, inc.",financial,savings & loans,na,stocks/carv
cas,a. m. castle & co.,industrial goods,metal fabrication,wiki/cas,stocks/cas
cash,"meta financial group, inc.",financial,savings & loans,wiki/cash,stocks/cash
casm,cas medical systems inc.,healthcare,medical instruments & supplies,na,stocks/casm
cass,"cass information systems, inc.",services,business services,wiki/cass,stocks/cass
casy,"casey's general stores, inc.",services,grocery stores,wiki/casy,stocks/casy
